first name,email id,quantity,events,attendee status,college name,how did you come to know about this event?,designation,year of graduation,city,cgpa,experience with python (months),family income,expected salary (lac),leadership- skills,family_income_calculated
amy,amy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Intern,2025,Durgapur,9.2,4,0-2 Lakh,19,no,2
ralph,ralph@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2024,Kolkata,7.2,7,5-7 Lakh,23,no,7
loida,loida@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Palashi,6.5,4,0-2 Lakh,17,no,2
elia,elia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Intern,2026,Santipur,7.5,5,0-2 Lakh,13,yes,2
miguel,miguel@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2023,Silguri,7.6,5,0-2 Lakh,15,no ,2
grace,grace@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2025,Talmuk,7.3,7,5-7 Lakh,18,yes,7
kenneth,kenneth@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Intern,2024,Siuri,8.7,3,0-2 Lakh,23,no,2
rex,rex@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2026,Orchha,9.0,5,0-2 Lakh,9,no,2
wilda,wilda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Ujjain,6.5,4,0-2 Lakh,19,no,2
ellen,ellen@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Vidisha,6.6,7,0-2 Lakh,25,no,2
camilla,camilla@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,Intern,2025,Akola,9.5,7,0-2 Lakh,22,no,2
lonny,lonny@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2023,Aurangabad,8.1,5,0-2 Lakh,6,no,2
mike,mike@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Bhandara,9.7,7,0-2 Lakh,17,yes,2
sybil,sybil@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Intern,2024,Bhsawal,9.3,7,0-2 Lakh,20,yes,2
lois,lois@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2026,Bid,9.1,7,0-2 Lakh,15,no ,2
rose,rose@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Engineering ,2024,Buldhana,7.6,7,0-2 Lakh,17,no ,2
gracie,gracie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2025,Dhule,7.8,5,0-2 Lakh,19,yes,2
xenia,xenia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2025,Kalyan,8.5,7,0-2 Lakh,11,no,2
jill,jill@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2024,Thane,8.7,5,0-2 Lakh,12,no,2
eddie,eddie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Intern,2023,Navi Mumbai,8.3,4,0-2 Lakh,10,no,2
ray,ray@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Nanded,8.5,4,0-2 Lakh,15,no,2
claire,claire@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Patiala,7.5,3,0-2 Lakh,19,no,2
blanche,blanche@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2024,Sangrur,7.2,3,0-2 Lakh,21,yes,2
marie,marie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Ajmer,7.6,7,0-2 Lakh,23,yes,2
young,young@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Amer,7.3,3,0-2 Lakh,25,no ,2
cindy,cindy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Bikaner,9.4,7,0-2 Lakh,21,yes,2
brooke,brooke@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Jaipur,6.6,5,0-2 Lakh,5,yes,2
bryan,bryan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Intern,2024,Jalor,6.6,7,0-2 Lakh,16,no,2
louise,louise@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Data Science and Analyst,2023,Kota,8.1,7,0-2 Lakh,7,yes,2
desiree,desiree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2024,Sikar,7.1,5,0-2 Lakh,9,no,2
rita,rita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Intern,2025,Amreli,7.7,4,0-2 Lakh,24,no,2
tanya,tanya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2023,Godhra,6.5,5,0-2 Lakh,11,yes,2
norma,norma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2024,Jamnagar,9.4,5,0-2 Lakh,21,yes,2
christine,christine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Junagadh,6.8,5,0-2 Lakh,8,no ,2
ervin,ervin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Asst. Professor,2023,Kheda,6.7,4,0-2 Lakh,9,no ,2
bernice,bernice@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2025,Morbi,7.9,3,0-2 Lakh,8,yes,2
laurie,laurie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Intern,2025,Okha,8.9,4,0-2 Lakh,21,no,2
victor,victor@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Intern,2024,Rajkot,8.3,4,0-2 Lakh,30,no,2
joline,joline@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Intern,2024,Surat,7.2,7,0-2 Lakh,24,yes,2
rudy,rudy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Data Science and Analyst,2025,Faridabad,7.5,7,0-2 Lakh,17,no,2
charity,charity@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Gurugram,7.9,5,0-2 Lakh,18,no,2
kaley,kaley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Intern,2024,Hisar,9.3,7,0-2 Lakh,17,yes,2
erika,erika@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Engineering ,2023,Kaithal,9.1,3,0-2 Lakh,8,no ,2
bernardo,bernardo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2024,Aligarh,8.0,3,0-2 Lakh,21,no,2
norman,norman@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Web Development,2025,Gonda,7.2,7,0-2 Lakh,8,no,2
michele,michele@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2023,Ghazipur,9.1,7,0-2 Lakh,17,no,2
letitia,letitia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Ghaziabad,6.7,7,0-2 Lakh,20,yes,2
raul,raul@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Intern,2024,Gorakhpur,7.1,4,0-2 Lakh,13,no,2
nell,nell@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2026,Hamirpur,9.5,7,0-2 Lakh,24,no,2
brent,brent@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2024,Deoria,9.2,3,0-2 Lakh,17,no,2
esther,esther@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2025,Jhansi,7.3,7,0-2 Lakh,21,yes,2
penelope,penelope@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Artificial intelligence,2025,Lucknow,7.8,5,0-2 Lakh,9,no ,2
zulema,zulema@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2024,Mathura,9.1,3,0-2 Lakh,8,no ,2
carmelo,carmelo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2026,Mainpuri,6.9,7,0-2 Lakh,7,yes,2
matt,matt@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Almora,6.7,7,0-2 Lakh,21,no,2
frederick,frederick@xyz.com,1,Internship Program(IP) Success Conclave,Attending,d y patil institute of mca and management akurdi pune,Whatsapp,Students,2023,Haora,7.3,7,0-2 Lakh,24,no,2
don,don@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2023,Kolkata,7.6,5,0-2 Lakh,21,no,2
carmen,carmen@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2026,Malda,9.3,5,0-2 Lakh,17,no,2
april,april@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Palashi,6.4,5,0-2 Lakh,18,no,2
everett,everett@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2025,Santipur,8.4,7,0-2 Lakh,9,no,2
elsa,elsa@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Silguri,7.8,3,0-2 Lakh,8,yes,2
lorena,lorena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2025,Talmuk,7.2,3,0-2 Lakh,8,no ,2
priscilla,priscilla@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Talmuk,7.1,3,0-2 Lakh,6,yes,2
lindsay,lindsay@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2026,Titagrah,8.5,7,0-2 Lakh,7,no,2
sheri,sheri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Orchha,8.5,7,0-2 Lakh,8,no,2
shannon,shannon@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2023,Sagar,9.1,3,0-2 Lakh,5,no,2
hiram,hiram@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Engineering ,2024,Ujjain,8.7,4,0-2 Lakh,6,no,2
debbie,debbie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Vidisha,6.5,7,0-2 Lakh,7,no,2
annie,annie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2024,Akola,8.8,7,0-2 Lakh,7,no,2
madge,madge@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2023,Aurangabad,9.3,5,0-2 Lakh,8,no,2
al,al@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Bhandara,7.6,7,0-2 Lakh,5,no,2
bruce,bruce@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,Data Science and Analyst,2026,Bhsawal,6.5,3,0-2 Lakh,6,yes,2
terri,terri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2024,Bid,8.7,7,0-2 Lakh,8,yes,2
dawn,dawn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Students,2025,Kalyan,7.6,3,0-2 Lakh,21,yes,2
albert,albert@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2024,Thane,7.1,7,0-2 Lakh,23,no,2
jorge,jorge@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Mumbai,9.2,7,0-2 Lakh,19,no,2
opal,opal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2023,Mahe,7.1,5,0-2 Lakh,15,no,2
maggie,maggie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Intern,2025,Amritsar,7.5,7,0-2 Lakh,14,no,2
jeffrey,jeffrey@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Patiala,7.3,7,0-2 Lakh,12,no,2
ericka,ericka@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Sangrur,7.4,3,0-2 Lakh,5,no,2
juliet,juliet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Ajmer,8.3,7,0-2 Lakh,20,yes,2
florence,florence@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2026,Barmer,6.7,7,0-2 Lakh,14,no ,2
calvin,calvin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Bikaner,7.3,4,0-2 Lakh,16,no ,2
nicole,nicole@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2023,Jhalwar,7.2,5,0-2 Lakh,9,no,2
yetta,yetta@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2024,Kota,8.7,3,0-2 Lakh,8,no,2
ricky,ricky@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Data Science and Analyst,2025,Pali,8.7,4,0-2 Lakh,6,yes,2
tammy,tammy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Engineering ,2023,Sikar,8.2,4,0-2 Lakh,8,no,2
tonya,tonya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Software developer,2023,Ahemdabad,6.8,4,0-2 Lakh,21,no,2
maxwell,maxwell@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Dwarka,8.5,7,0-2 Lakh,21,no,2
joel,joel@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Intern,2024,Jamnagar,9.5,7,0-2 Lakh,17,yes,2
lance,lance@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Junagadh,6.7,3,0-2 Lakh,7,yes,2
marla,marla@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Data Science and Analyst,2025,Kheda,6.7,7,0-2 Lakh,5,no ,2
mildred,mildred@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Morbi,8.2,4,0-2 Lakh,8,no ,2
mauro,mauro@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,CS,2024,Navsari,8.7,5,0-2 Lakh,18,yes,2
russell,russell@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Web Development,2026,Okha,9.1,4,0-2 Lakh,23,no,2
tania,tania@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Surat,7.4,4,0-2 Lakh,8,no,2
juan,juan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,B.Tech,2023,Valsad,7.3,4,0-2 Lakh,9,yes,2
sylvia,sylvia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,B.Tech,2025,Chandigarh,9.2,5,0-2 Lakh,17,no,2
lena,lena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Faridabad,7.8,4,0-2 Lakh,13,no,2
allen,allen@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Tezpur,9.6,5,0-2 Lakh,8,yes,2
nicholas,nicholas@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2024,Chapra,9.5,3,0-2 Lakh,19,no,2
terrence,terrence@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Intern,2023,Darbhanga,6.8,7,0-2 Lakh,25,yes,2
emily,emily@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2025,Gaya,8.4,3,0-2 Lakh,22,no,2
nancey,nancey@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Haijipur,9.9,7,0-2 Lakh,21,no,2
roger,roger@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Web Development,2023,Kaithar,6.7,4,0-2 Lakh,20,no,2
ryan,ryan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Administrative Officer ,2024,Motihari,7.6,5,0-2 Lakh,15,no,2
dolores,dolores@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,IT,2026,Patna,6.3,4,0-2 Lakh,19,yes,2
wendy,wendy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2025,Siwan,8.5,4,0-2 Lakh,12,yes,2
maurice,maurice@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2023,Bhilai,7.9,5,0-2 Lakh,10,no,2
teddy,teddy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2023,Daman,6.4,5,0-2 Lakh,20,no,2
georgia,georgia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Students,2025,Diu,7.5,5,0-2 Lakh,21,no,2
derek,derek@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2025,Silvassa,7.7,5,0-2 Lakh,9,no,2
chad,chad@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Intern,2024,Delhi,9.9,4,0-2 Lakh,9,no,2
brandi,brandi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,New Delhi,7.6,4,0-2 Lakh,8,no,2
phyllis,phyllis@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Data Science and Analyst,2023,Panji,7.9,4,0-2 Lakh,7,yes,2
jewell,jewell@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Madgaon,7.7,4,0-2 Lakh,21,yes,2
cesar,cesar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2025,Ahemdabad,7.4,3,0-2 Lakh,5,no ,2
max,max@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Engineering ,2024,Jamnagar,9.5,7,0-2 Lakh,17,no,2
